"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51"
"Ala_1.0",0,1041.77253058391,0,0,0,0,0,0,0,0,410.480256763182,3633.80126829135,0,0,0,2147.2283525442,0,1068.89024197084,0,0,0,2212.07623640466,0,0,0,0,0,0,0,2369.00533983108,0,0,607.041865738705,0,0,2372.05064419634,0,0,0,0,0,0,2276.03658862467,63.8903481882985,899.240170286163,0,0,1637.9402012973,0,0,0
"Ala_1.1",0,6325.36224717971,0,0,0,0,0,0,0,0,2616.72605134232,3444.49249311384,0,0,0,3444.91668202576,0,2663.17062256988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562.00093728744,0,0,2660.51729620945,0,0,3148.97545367446,0,0,0,3397.80573820978,1480.23185620499,190.153906353844,0,0,3061.50650361042,0,0,0
"Ala_2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ala_2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ala_3.2",0,7278.77140854355,0,0,0,0,0,0,0,0,6883.19842974177,14445.2323514519,0,0,0,13036.2826781102,0,7408.89971003341,0,0,0,0,0,0,0,0,0,0,0,3138.52358673504,0,0,5045.34094730346,0,0,15456.8400179137,0,0,13571.6173380963,0,0,0,11676.9671062864,7370.37932736062,6786.72502225236,0,0,3937.46074561528,0,0,3999.11428981221
"Orn_0.0",77283368.3585318,88072617.3272761,88518938.5321026,90413707.0880274,66431545.4226218,67160834.0803735,96124025.3936843,78653616.9455876,96690977.5116835,12511659.2906295,91593916.0946283,45327589.7289328,96177991.8674231,84602849.9633079,72162741.2528311,75956113.8476311,76699197.9266161,80134822.7444827,80542039.7718145,73269499.687364,89765810.8071764,84697985.0815382,13168031.570186,70803817.2686786,93087998.5258018,54376119.2317253,101279873.982569,20395288.2587712,32506158.3014751,27167400.9142491,72344730.9452377,75877151.4994627,64922147.8277922,85110736.8191292,86205619.514344,78892763.1998319,88452088.1092845,84606231.3964966,87283891.9368324,74055526.7286496,84622808.3816761,80033527.6840948,77758816.5960357,70084893.630567,73969526.8989018,73909500.8798838,71968347.8962412,84497992.3032162,16770616.4206401,74444224.7456805,31276897.6956069
"Orn_1.1",2355357.19301689,3928919.2058521,3786047.56829622,3575594.80122967,1556046.9086269,1539952.26966431,5149376.48883037,2359865.98897762,4434137.89266924,58673.3263223038,3763047.43566094,824296.133060282,4178896.97928521,2553090.11281353,2105487.2232663,1911164.55354315,2383196.7765987,2877405.9520672,2667063.70457494,2333874.64597642,3465197.99941847,3206038.96057734,0,1949613.91736872,4501845.72802815,912547.15179978,4690535.40904682,0,0,266713.033685353,1987209.41855657,2478827.02151585,1196140.90423569,2645545.36714205,3922936.78459358,2575800.63670733,3416582.69952921,3167440.06721572,3708146.50424566,1950604.18060977,3270287.71361682,2508598.84615917,2392213.89910504,2176299.05116449,2512601.58203056,1958454.99946095,1797294.67201681,2808794.44780874,0,1924154.09004265,390672.747955269
"Orn_2.2",114009.265974099,506822.380929775,246659.369128252,161645.053274075,94439.2574729682,134621.581235307,160924.999934517,134232.575754785,105974.932482497,0,330826.624970174,479559.424850915,180712.142110645,100679.579707635,54700.7351591661,318494.382889508,80072.6573414675,298628.459239942,47177.3238020369,47187.1984875761,50654.1369886615,96877.544816051,630.448563198347,135938.813407006,92214.6320664459,35465.9641640692,154190.473655473,0,0,162100.562234353,107271.411477702,130307.781774918,163673.378688131,193618.667376956,16526.3308622535,379483.983628227,183413.487121145,118190.566342376,430807.557352063,158687.471639681,124799.660613228,135737.239737565,357270.398922747,173467.198833476,180906.49268672,129773.342872925,136300.018391791,330754.480897315,9780.1177241551,145957.856434524,218604.050544813
"Orn_3.3",0,1483326.96552594,0,0,0,0,0,0,0,0,492883.060870614,1741932.21580476,0,6808.64770231937,0,609775.235654398,0,398468.8054996,0,25127.1790795672,0,0,0,0,0,0,0,0,0,575218.980158161,5364.53222036445,0,262543.264087239,0,0,1129829.96928691,0,0,1348398.21376167,0,15181.6240686822,0,967263.416673173,579877.988002786,330150.455578971,8610.82039187665,0,590265.909907174,69094.3292037968,0,720276.192854978
"Orn_4.4",0,238306.641472191,0,0,0,0,0,0,0,0,99782.7262181959,322208.502945992,0,17132.4693095808,0,124384.250828087,0,100255.150083114,0,14883.9957540272,0,0,0,0,0,0,0,0,0,123775.63982032,13036.2850089997,0,56990.9443769383,0,0,211385.054513086,0,0,264948.806440359,0,25730.8961007882,0,184165.356214643,106448.185620694,62878.7218292227,18607.3975887818,0,118964.209388824,25527.1633626489,0,147582.303283404
