"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51"
"Ser_3.3",4461.67566698,1686.8244051,4501.04169816,4822.79211097,3291.51827534,4213.0184976,5176.66568615,4101.54785984,4841.52477232,4147.41454258,4145.77612802,2296.43935948,5121.19089831,3772.17305746,3520.28435165,1892.89412577,4460.05674462,4033.21842382,3293.05231906,3902.37629211,5279.51050111,6829.56562384,4151.35724006,3875.7242538,4680.15473326,4527.62750419,5449.93952785,4600.84074185,4295.62978742,2621.23791288,3231.74068889,4919.13239591,2877.46478469,5995.61904843,4906.6256194,2559.1705824,3950.84255474,5937.91445999,1785.89645479,3906.03932539,4035.87817838,4926.60707441,2322.25719037,1706.11317333,3657.63738994,3565.67927062,3003.44824365,3422.64934678,3351.95343686,4405.07777925,2934.3190914
"Asn_0.0",-1.54213401,0,-0.75534328,-0.87241375,0,0,0,0,0,-1641.09976979,0,0,-0.45094127,-0.5426119,-0.34825328,0,-0.6715583,-0.12959309,0,-4.21674819,-0.24478759,0,-2.13560212,-276.31220254,-0.27696321,-0.45544715,0,-2.26155844,-0.72508161,-1206.04834073,0,0,0,0,0,-232.89677652,-2.71741036,0,0,0,0,0,0,0,0,0,0,0,-3.5763193,-318.94899029,0
"Asn_1.1",-118.84986218,0,-58.21312762,-67.23556613,0,0,0,0,0,18970.34937652,0,0,-34.75333976,-41.8182523,-26.83933672,0,-51.75595026,-9.98753707,0,-324.97820383,-18.86539739,0,-164.58752327,3237.23799146,-21.34512233,-35.10060101,0,-174.29477978,-55.88090843,14129.90621534,0,0,0,0,0,2728.58848099,-209.42657625,0,0,0,0,0,0,0,0,0,0,0,-275.621348,3736.76507652,0
"Asn_2.2",1594.47450733,0,780.9798538,902.02373156,0,0,0,0,0,2987.81263659,0,0,466.24634871,561.02830924,360.07309897,0,694.3511905,133.99151635,0,4359.86590096,253.09575176,0,2208.08510221,0,286.36342344,470.90516122,0,2338.31641057,749.6911002,0,0,0,0,0,0,0,2809.64008599,0,0,0,0,0,0,0,0,0,0,0,3697.70065362,0,0
"Asn_3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asn_4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gly_0.0",0,-21.42379232,0,0,-15.74525153,0,0,0,0,-20.84132338,0,0,0,0,-14.82144056,-21.93196061,0,0,-12.82098732,-17.46320778,0,0,0,-20.35768102,0,0,0,0,0,-15.76142588,0,0,0,0,0,-24.89492391,-17.56866749,0,-29.00625129,-20.79386879,-17.97327961,0,-20.26971968,-16.99816925,-24.93549099,0,-16.95725049,0,0,0,-19.78206149
"Gly_1.1",0,-316.83327697,0,0,-232.85418207,0,0,0,0,-308.21923042,0,0,0,0,-219.19207913,-324.34850216,0,0,-189.6076739,-258.26078147,0,0,0,-301.06671557,0,0,0,0,0,-233.09338223,0,0,0,0,0,-368.16732556,-259.82040946,0,-428.96913447,-307.51743167,-265.80415786,0,-299.76586834,-251.38339585,-368.76726614,0,-250.77825448,0,0,0,-292.55396404
"Gly_2.2",0,5274.82763928,0,0,3876.69403684,0,0,0,0,5131.41590168,0,0,0,0,3649.239273,5399.94554973,0,0,3156.70061081,4299.67811868,0,0,0,5012.33660734,0,0,0,0,0,3880.67638261,0,0,0,0,0,6129.46721801,4325.64372726,0,7141.73166581,5119.73194121,4425.26470686,0,4990.67933388,4185.17933842,6139.45538341,0,4175.10458734,0,0,0,4870.611289
"Ala_0.0",0,-0.15917249,0,0,0,0,0,0,0,0,-0.16217582,-0.00051244,0,0,0,-0.41882491,0,0.0644505,0,0,0,-80.73099736,0,0,0,0,0,0,0,-249.56726032,0,0,-0.0549967,0,0,-0.13941173,0,0,-17.51147626,0,0,0,-0.04537538,-0.50345358,-0.17570717,-92.13185249,0,0.27622047,0,0,-484.48450885
