"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26"
"Gln_0.0",24505.0955825016,22177.2198688747,65026.3228437514,34204.534165001,13946.2897958897,17951.9094482275,35133.1314886829,54614.2098839197,22797.7026044385,39807.661065432,24594.2017265923,48909.5622963821,16655.118846266,22197.5925472646,19484.065448863,31180.6953636491,38583.3064103648,53212.0221484173,39292.4965036679,43685.9188976967,38010.6225488725,13979.9684506656,28604.7160867562,10425.9834577638,8825.73559947889,19306.3151845465
"Gln_1.1",3914.44861549024,3238.84388591772,3596.37791929323,2973.75005660928,2064.68291101622,2295.86359159107,2306.03425593259,4145.35012441898,5225.79331965832,8798.8458850879,3398.55244465964,3675.21641762151,2205.35315596664,4377.07538813723,2673.32015420374,2820.2689336222,3492.05075450373,3829.63226799167,3287.32272992031,9723.54211584766,3545.45614196201,1095.61708044242,1727.91001525149,1072.10696290734,0,3418.8121873795
"Gln_2.2",2469.69014060457,2582.88098725425,1332.06196096295,1656.5987934506,1515.23682607226,1466.1053365541,1149.48234175123,1110.27956422547,2956.29482797891,4912.1947500105,1561.51230447396,2042.88613890217,1702.01614286545,2474.53095293973,1790.11713295396,1665.23314268674,2106.92133297411,1659.11876056299,1990.98039492237,5102.25383669453,2016.19624581294,0,0,0,0,1566.47589125561
"Gln_3.3",6448.78753001821,8450.27926968207,4906.45039008753,7644.98981341514,4657.43517631062,5200.8958544365,4633.8163504021,6476.72513294361,8196.02841223583,18034.7321538557,6906.01160390482,10670.4491012648,6524.84492766847,8216.59731424967,8714.21590963744,8276.31552799829,10234.353431078,7623.05948408986,10776.7346178597,16995.4396154158,9976.82452956165,0,2425.34531258713,2092.87408415371,0,5232.84233412682
"Gln_4.4",42393.0115370613,84476.602977148,93682.2170328565,113437.87352275,53403.6989526698,51918.0145934739,81216.2620444243,112931.726346988,52934.1552758189,129940.326867888,72309.9567926245,152476.588316494,72612.8368066605,51710.8732652898,92711.7954315439,114643.189114441,139542.606301799,140036.665168492,148896.223166141,98515.3387436559,137154.794627559,13480.717804718,45607.812384349,28503.2494514363,15896.6659697097,32637.0596748032
"Gln_5.5",1065210.94996976,2184840.63260799,2432729.82690483,2948236.66446079,1420302.21598251,1400398.95372686,2029010.02385847,2919556.24432068,1317978.71918177,3338102.58844827,1875395.72725994,3845393.87987493,1887364.57466713,1388902.11800422,2318131.53488448,2976159.77518734,3542788.25714655,3607935.22490248,3816564.67894353,2607695.49855907,3507084.25004134,331976.633652322,1195608.47758498,744928.4508967,381625.241391384,810959.903336071
