"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26"
"Gln_0.0",24465.9950669616,22145.1990610497,64990.6229586378,34175.2605400439,13925.8958710206,17929.1829316801,35110.312403906,54573.0313774223,22745.4419045331,39719.9238288874,24560.4061951352,48873.3463158237,16633.3956838795,22153.9371293325,19457.650412995,31152.9757744786,38548.9075634778,53174.2178553624,39260.2292558374,43588.768683555,37975.6851597952,13968.9018206584,28586.9987100167,10414.9060933592,8825.56037067357,19272.0777306264
"Gln_1.1",3871.46417445387,3198.28640741395,3581.15671441122,2954.4555679155,2041.8313342546,2274.41619580789,2291.48723774381,4136.90780817986,5174.68404229243,8720.16609772294,3377.18784000785,3651.14663817365,2180.65633283197,4336.87335473853,2648.15011693485,2800.99296706028,3465.79089896719,3812.62341009479,3264.85374753477,9639.46443046942,3521.16111640434,1092.83086417596,1727.4845221812,1070.96694501785,0,3392.58552737461
"Gln_2.2",2251.79608481409,2268.83764264249,1116.18630441656,1343.10146267252,1330.17562317068,1262.16549783934,965.527768463974,835.011246041349,2681.98956454148,4281.28875466249,1301.14981024988,1631.01951015086,1452.34786242108,2181.20452689424,1476.29066559507,1332.34166022931,1711.61149994408,1332.65670270345,1566.64229539564,4510.10052908742,1625.51849878013,0,0,0,0,1392.00935274561
"Gln_3.3",4933.99511803555,5243.42193506622,1316.00035083465,3292.05530718661,2514.18593908188,3060.32493297899,1757.16473857212,2187.59051138231,6340.37752590574,13174.4344912015,4145.24864282212,5165.80639116,3739.92143935735,6105.55297950782,5428.75421299097,3887.79917924882,5127.75709328385,2340.36217311037,5220.77861822235,13088.0927000013,4884.1372373659,0,628.900901253647,977.916026436862,0,4093.80081559674
"Gln_4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gln_5.5",1066298.5741228,2186851.79784306,2434935.54438537,2950901.26087161,1421475.43111349,1401490.298434,2031123.09738473,2922247.93079599,1319367.16269657,3341252.81085156,1877104.12054028,3849270.3587139,1889069.79632531,1390003.94523301,2320538.85006411,2978861.2272304,3546276.69961904,3611303.95076786,3820195.8144892,2609890.83600882,3510450.43677046,332334.927577132,1196654.08279805,745587.637475216,382072.762198965,811820.110220585
